text,rating,review_length,sentiment
"The Fire HD 8 seemed like a great deal to me considering the size, economical price point, and the ability to watch content offline. And it offered exactly that...but fell short on performance parameters. If you're price sensitive and are looking for a value tablet, larger screen than the 6 Fire, and the ability to watch content offline, this is a decent device to get. However, if you already have an earlier Kindle like the HDX 8.9 or even an earlier version of the Fire, I recommend keeping your tablet since this device wouldn't really be a worthwhile upgrade. I have been disappointed with several operating shortcomings of the device. If you're looking for a very basic tablet to watch videos or for your kids, the 49.99 Fire is a better option.QUICK SUMMARY:PROs - Price, dual stereo speakers, expandable memory slot (great for viewing content offline), full access to Amazon content. Good basic tablet specially for watching videos.CONs - Screen resolution crisp but not great, lags quite a bit when switching or starting/closing apps (runs fine once an app is open), battery life is just ok, freezes quite often and the only solution is to reboot the device which becomes frustrating after a while.The device is basically slow to load apps, lags quite a bit when switching apps (this becomes worse as you load more content on the device), freezes quite often, and I find myself having to reboot it every now and then. A frustrating experience to say the least. The device is claimed to be Designed for Entertainment - true, but I would also add Not designed for performance.This is meant to be a basic value tablet giving you access to the Amazon ecosystem, and it is exactly that.Read more",3,292,Neutral
You can take everywhere your music and with wifi you are connected with the world. The best is that the battery lasts a long time.,5,25,Positive
I am happy in having this good things.,5,8,Positive
"I loved the concept of an ereader that would not be screen time. However, I have found several drawbacks to this version when compared to prior kindles I have owned. First, this product has no speaker of any kind, so it cannot play audible books or even do text to speech unless you use wireless headphones. A big loss - no current Kindle ereader can play audible books -- only older generation kindle ereaders or the Fire (which has the problem of introducing videos to reading time) - and sometimes, my daughter just wants to be read to while she follows along. Second, it operates SLOWLY. Third, the Freetime service is so poorly organized that it is very unlikely that my daughter will be able to find anything she wants there. The categories are not the types of categories you might see in bookstore - e.g. mystery, biography, early chapter books, realistic fiction, series, etc - but an odd collection of categories - e.g. ballet, Frozen, Disney, Trucks, etc. Most of the options seem very commercial and not the types of books I would want her to read. And there is no description of the book (like the blurb on the Amazon website) - so there is no way other than the title (and the unhelpful category) to tell her what the book is about before she downloads and starts to read it. Finally, when I called customer service hoping for a clearer explanation of how to move around within Free time, and to put books from my Amazon account in the freetime library, I got a representative who took long breaks between each one of my questions (presumably because she did not know the answer and had to look it up) and who was very difficult to understand because of her strong accent.Read more",3,305,Neutral
"Good sound but unlike Echo, you have to press a button on the device to have it do what you want it to do. I ordered a Dot so this may solve that issue.",4,34,Positive
"The new Fire HDX 8.9 is definitely one powerful tablet, packed with some pretty nice features. While it does have some small flaws here and there, it generally is an all around great buy. I'll go over some of what I've noticed using the tablet, what I've learned from others who are using it, as well as the specs and how I feel about them. Hopefully it'll give you more insight into the product and help you make an easier decision whether or not to buy it.*** BUILD QUALITY ***One of the first things I noticed was the outstanding build quality. The tablet weighs less than much of its competition, and provides a nice feel due to the materials used in making the case which gives you a nice grip so you don't drop the tablet as easily. Everything feels solid... it doesn't have that cheap feel that some of the Android based tablets have. Apple still holds the title for most durable case as it's aluminum but unless you plan on throwing this thing around, you don't need the aluminum... it weighs more and it's cold!*** SNAPDRAGON PROCESSOR AND GPU ***This new HDX 8.9 comes with the 2.5Ghz Snapdragon processor and a nice GPU so this is going to be one of your fastest tablets on the market at the moment, if not the fastest. Intel and NVIDIA are continuously working on CPU's for the tablet and Chromebook markets, bragging about their performance and how they blow away the competition. Acer, for example, is utilizing an NVIDIA Tegra K1 ARM based CPU running at 2.1GHz quad-core. That is insanely fast for something like a Chromebook which functionality wise, is pretty much the same thing as a tablet. Unfortunately for Acer, the Snapdragon CPU on the Fire HDX is more powerful (2.5 GHz vs. 2.1 GHz) and appears to be using less power.Read more",5,314,Positive
Great sturdy case perfect for my three year old!,5,9,Positive
"I like its flexibility, portability and it is the best value option of all three Alexas",5,16,Positive
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
"Whether you just want the weather, latest sports scores or help with a math problem, Alexa will help. We now have 3 in the house and will be adding two more. With a simple 3 subscription to Amazon's music service, you can stream almost any music you can think of by simply asking Alexa for it!Perfect work with my meidong QQ Chocolate bluetooth speaker, I also recommend this speaker Meidong Universal Water Resistance QQChocolate Portable V4.0 Wireless Bluetooth Speaker with 10W Dual Driver and Built-in MicrophoneAnd use this code for less 5: GHAQE5YF(I got it from somewhere else.)For the paranoid - this device is NOT for you. The echo dot is always listening and while the design is supposed to only listen when you say the name of the device (Alexa, Amazon or Echo - your choice), there are enough times that I hear one in another room say sorry, I did not understand the question to tell me it misunderstands these prompts to have been said when they weren't pretty often.+ Good product support+ Good voice recognition+ Because of the size it doesn't stand out like a sore thumb in a room- Doesn't differentiate between voices. If you keep it closer to a speaker than you are, then it will sometimes get confused and start picking up words from both the speaker and you when commands are given. Placement of dot is crucial for a good experience.- Only supports english and german for now- Not very competent at answering general questions and you need to activate skills to expand this functionality.Read more",5,263,Positive
I bought it for my 15 year old daughter and she loves it. Her friends even loved it so much they went and bought them too.,5,26,Positive
"I own the Merlot cover since it came with my Kindle Oasis. After paying near 300 for device and original cover I was hoping replacements would eventually come out. So when they did....I saw the 90 price tag and immediately became saddened. This was probably already in the works but, it was an idea I submitted to Amazon when I made my original purchase. The price is simply outrageous! The case itself is amazing. It looks good, smells good, and feels good. But, I can't afford this!",3,87,Neutral
I live in a small apartment and this fan kept the whole place cool.,5,14,Positive
"This is a great controller for our Fire TV, I purchased 2 of them, with two problems but let me first talk about the good. The controller works well for most of the games we play on the Fire TV. It has a long range compared to other controllers Ive tried (solid at 30 feet) and uses WiFi Direct instead of Bluetooth. The feel of it is decent (not too rubbery) and none of the buttons, D-Pad, or sticks have stuck or given us a problem. The microphone on it works as good or better than the one on the Fire TV remote.Now on to the problems. Its such an issue that Im not just putting it in the cons section but am going to tell you a bit about it. The worst problem is the battery life! In fact, its such a huge problem that Im taking off 2 stars because of it. This controller eats batteries like nobodys business. I have tried regular AA batteries (both Duracell and Energizer), expensive AA batteries (both Duracell and Energizer), and rechargeable AA batteries (Ive tried Energizer, Apple, AmazonBasics). The controller doesnt drain the batteries completely, nope. That I would understand. Instead, the controller stops working after only a 40 drain. I kid you not. Every set of batteries I have put into this thing has stopped working when there is still 60 battery life left. I have tested each set, before and after, using a generic battery tester as well as an ohm meter.The second problem may not be the controller itself, it may be the Fire TV, but its affecting the controller. The controller randomly disconnects. Not often enough for it to be a huge issue but just enough for it to be annoying. I have seen reports of others having the same problem with the controller and the remote. Im hoping that this issue will be fixed with a firmware update.Read more",2,323,Negative
Like a previous reviewer mentioned it is fabric over hard plastic it is not a snug or tight fit. Good quality though.,3,22,Neutral
Awesome product. Enjoy using it everyday. Would definitely recommend,5,9,Positive
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
"An Amazon.com official commented on this review(What's this) The Amazon team saysOctober 11, 2013Thank you for taking the time to share your feedback. We're excited to see your encouraging comments regarding display and sound, and appreciate the thoughtful analysis you did of this device compared to the previous generation Kindle Fire and Kindle Fire HD. As you correctly point out, the new Kindle Fire HD is the successor to last year's entry level Kindle Fire, which does not include features such as camera, microphone, or HDMI port. You are also correct to point out that this device does not support Mayday, although there are still multiple ways to get help for free directly from your device. We hope you enjoy the new features and services. Thanks, The Kindle Team",4,129,Positive
"This review is for the second generation Kindle Paperwhite. Like all kindle e-readers before it, this is a great product. However, I am a bit disappointed as there is not a huge improvement over last year's model. For this review, I focused on features and enhancements exclusive to the new Paperwhite and tried to make comparisons to last year's model. Also, I found somethings misrepresented or confusing in the advertising, so I will try to clear them up.HARDWAREDesign - The Kindle white has a nice look and shape. It fits well and is easy to hold in one hand. It's fairly light, so it doesn't tire the hands too much. I can grip it for long periods before having to switching hands. Its design is very similar to the previous Paperwhite - almost identical. The height and width are the same, the buttons are in the same location, and although this version is slightly lighter, it is not noticeable.Display - Although not a huge improvement from last year's model, the display is one of the best features of the Paperwhite. Like most e-readers, the Paperwhite uses digital ink technology. This model employs a more advanced version. In addition, the lighting has been upgraded, so among other things, it is more evenly lit. Together, they make for incredible viewing. In my opinion, it's one of the best digital ink e-reader display on the market. I really enjoy reading on it, text look very sharp and crisp, with little to no eye strain.Processor - The Paperwhite has an upgraded processor, which means smoother page turns and navigation. I am able to open books, flip pages, and navigate menus fairly quickly. There is barely any lag as I flip through many pages at a time. Also, the flashing effect when turning pages shows up less if at all.Read more",3,306,Neutral
"I love everything about this case except for how it fits on the Echo Dot. I was expecting a snug fit however, it is very lose and so you have to make sure that if you pick it up to move it (and the power cable is disconnected), the dot will fall out of the case.",4,56,Positive
It does the job but is super over priced. I feel like they should offer a replacement remote at a better price. I could have just spent 10 more and gotten the stick. I just think it's ridiculous to spend 32 on a remote. The product is fine. I'm just unhappy with the price.,3,54,Neutral
good speaker. 8 hour battery. Good price. Excellent quality in how it is made.,5,14,Positive
You need to have amazon prime plus order a special music plan. Disappointing for sure. The sound is ok. I think the larger model is probably better.,3,27,Neutral
I ordered this item to replace the one that no longer works. The directions for the new remove state to press the home button to go to the home screen (using the existing remote which does not work) You must use your existing remote for all the following steps. The existing remote DOES NOT WORK. This is why I bought a new one. I am sending all of this crap back to amazon and canceling this Fire subscription. This has been a problem from day one and we have only had this for a few months. Not worth the money.,1,100,Negative
"This new KFHD replaces last year's basic Kindle Fire. Although it has some cool new features, it lacks a camera, microphone, and HDMI port. For this reason, I'm glad I kept my 2012 model since it does have these 3 features! Here are my initial impressions of the 2013 Kindle Fire HD: I like the placement of the on/off volume buttons. Being on opposite sides makes it unlikely to hit the wrong one. I never cared for the carousel (this is what you see when you turn your Kindle on and it contains all the books apps you have recently accessed), and now there's an option to have favorites showing on the home screen instead, and the apps/books can be rearranged to your liking. I was very surprised that web pages can no longer be placed in the favorites bar (which is now being called home). I don't know why Amazon removed this option, and we also are unable to have the last accessed web page appear in the carousel. But you can still bookmark your favorite web pages YouTube videos for easy access. When I play songs purchased from Amazon's MP 3 store the lyrics scroll down karaoke style. Nice feature, but it doesn't work on every song. This device has a cool new feature called Quick Switch, which allows us, when reading or using an app, to bring up recently accessed items with a swipe instead of having to exit the book or app you were using and go back to the home screen to open up another one.In terms of sound, I find it to be tinny and not as rich as it is on the original KFHD. But you can really improve the sound of music by wearing a good set of ear buds. Ironically, music sounds muffled unless you hold the device in landscape mode with your hands covering the speakers. Holding it this way projects the sound out to you.Read more",4,327,Positive
"My Amazon Echo Dot does not require the user to enter pairing mode to connect to the device via bluetooth. I live in an apartment complex - two of my neighbors have connected to my echo dot without any input on my part. The dot appears as a pairable bluetooth device at all times. This is a major security flaw, considering that this devices is connected to my network and my amazon account, and is listening at all times. I will be keeping this device unplugged until this flaw is fixed.",1,91,Negative
"Updated 12/8/2014One year in...This review is for the the no-ad 64 GB wifi-only HDX 8.9.I use a Galaxy S5 Android smartphone so the HDX is for media / web surfing / offline viewing for travel. Since I had already been using Amazon Prime and Prime Music it was a no brainer for me to use the HDX to fill the role of media / web surfing on a tablet.Be informed about the download limitations to this device. Amazon has been adding clarification to this which should help would-be purchasers make a more informed opinion. This wasn't as obvious as it should have been when I ordered mine so they're listening which is good.Be aware that their most popular Prime content *may* not be available to download (and save) to your HDX. You can save certain videos to your HDX but you won't know which ones until you buy an HDX and try it out. *** Edited 12/21/2013 You can now see a list of Prime movies and shows that can be downloaded to the device. That's an improvement and more clearly shows the available downloadable Prime content. +1 for Amazon. ***I was also under the assumption that you could download as many videos as you'd like with the limiting factor being the memory capacity of the HDX. Also NOT the case. So again, I bought the larger capacity HDX under this assumption. That was dumb on my part as it turns out because you're not limited by storage capacity. You're limited the NUMBER of downloads you can have on your device. Kids' content can be really short so you may find yourself running into that limitation, but most people never will.Read more",3,282,Neutral
"I'll preface this by saying that I own an iPad, and was not expecting a 99 tablet to perform at anywhere near that level. I have followed the early reviews closely, and after seeing enough satisfied customers, I figured I'd give the Kindle Fire HD 6 a try. I chose the base 8 GB with special offers and my plan was to use it as a secondary e-reader and a secondary or even tertiary vehicle for internet access. What I've found is a powerful little tablet, so far completely free of the bugs and laggy speeds mentioned in the early reviews. In fact, performance has so exceeded expectations that I consider this perhaps the year's best purchase.First off the look is nice. It's sleek, (I ordered the black model) and though actually quite a bit heavier than I'd imagined, it's not heavy enough to be considered a negative. The display is fantastic, and its quality was the first big surprise. The touch screen performs incredibly well, and to this point, I have experienced immediate response. To the point where I have to say touch response so far is indistinguishable from my iPad. Based on early reviews, this was not the case, so I have been quite pleasantly surprised. The Fire is very user friendly and easy to intuit. For those who do not feel confident with navigation of a new device, there is an immediate onscreen tutorial (with an option to skip) to guide you.I first checked out the e-reader function. My books loaded immediately and easily from the cloud and I really like the functionality of the reader.Read more",5,270,Positive
"This case is overall quite nice, but has started to peel apart on the edges a little. I will try to update this review later on after I see how it holds up.The tablet automatically locks, and wakes the screen when closing and opening the case, which I think is the most appealing part about this case.",3,57,Neutral
"I am not a casual user of on-demand content and devices. Having tried smart tv's from 3 brands, smart dvd/bluray players, Apple TV, WDTV, HTPC, Chromecast and too many other competing products to mention--for streaming content, before this box you really had two options (for a simple to use box that doesn't require additional items or tweaking):First is Apple TV which is easy to use (interface) but Apple limits the content you can get greatly (including no Prime Streaming built in) and it lacks a lot in features as well and is slow. The reason for selecting Apple TV is if you have other apple products that unlock features (like Amazon's content).The second option you could consider was Roku--which really means a Roku 3 box since it is heads and tails better than past Roku boxes in terms of remote and speed. Now Roku stands out with the most content and the most features of any box with the Roku 3. It is for that reason you will see me address the Roku 3 so often in this review.I have added quick summaries of other options to make sure everyone knows about the other options out there.WDTV: Are great for streaming your own content but not very user friendly.Chromecast: Is very cheap at 35 but requires other items to use (no remote included!), is limited to 16 channels according to their own site with other content broadcast via Chrome's browser not at the same quality level. This does allow you to browse the internet on your tv and is amazing for the cost but is more of a niche market than FireTV/Roku/Apple TV. But if you can live with the short comings, it is worth a look at 1/3 the price of these devices.Smart TVs: Most of these are FINE for occasional use but not nearly as pleasant to use daily like separate boxes.Read more",5,315,Positive
"My primary concern is the price when comparing to other solutions. Nevertheless, has received the and installed the product I believe that I meets my specific needs and expectation. This case is unlikely to protect my Fire HD in a 5-foot drop. It does, however, protect my kindle from spills and low drops. What I want and what I have is the ability to, without forethought, turn off the Kindle when the cover is closed to save power. Moreover, whether by design or oversight the fact that the SD Card is covered (e.g. you need to remove the case to access the SD slot) this is a good thing. All in all I am impressed with product 's fit (e.g. the camera hole is perfectly aligned.), the tablet speakers are well positioned for audio and the case folds into both landscape and portrait support positions,Bottom-line I'm happy with the purchase and can recommend it to others for consideration.",5,158,Positive
Amazon Tap.. got it on Black Friday sale.. But so far feel not as easy as I think to use.. But if you just use as Bluetooth speaker and sound is good.. Maybe just have to learn how to use it more..,3,42,Neutral
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
"Sling is simply awesome and so is the Amazon Tap!! My tap arrived this morning along with this sling and I am currently testing both products out as we speak!! This sling allowed me easy access to carry my tap to work today!!One nice thing I like about the tap is that this sling is not required but it is a very nice addition.. It provides great protection for the tap, which is what I needed it for.. My tap is going to be like a mini, portable Sonos for me.. It's going to be a speaker I take with me daily!! So I wanted this sling to protect my speaker and keep it from getting dinged up.. Even though it provides minimal coverage for the speaker, it still protects it from dings! The minimal coverage is needed not to hurt the sound quality coming from the speaker... Taking the speaker to the beach, camping, hiking, to parties, I wanted something to protect it while in use!! This sling is going to do just that!!Another thing it does is allows me to hang it from my bag!! At first, I was afraid the silicone wouldn't be strong enough for that and would stretch.. Well so far, no issues!! I use a carabiner and attach it to my bag!! No stretching and super easy to carry my tap with me!Pros1.) Can access all buttons in the sling2.) Can charge with the sling on (Via USB port not dock)3.) Allows personalization of your Tap4.) Protects your Tap from dings and since my tap isn't for home use, this is great5.) I love the bright and vibrant colors6.) Silicone is plenty strong enough for hanging7.) Doesn't adversely affect sound qualityOverall: I do feel 20 for the sling is a little high but for the protection it provides my brand new tap, I very happy with it.. I didn't buy my tap to sit still at home..Read more",5,324,Positive
We are unable to connect WIFI on this product. We have tried to follow the instructions to no avail. It is a useless and expensive item sitting on our table.,1,30,Negative
For its size this is a pretty well made product that produces great sound and I love the portability.,4,19,Positive
"Remote didn't work, did all the troubleshooting to connect, sent me a replacement remote that didn't fix it, and then when I sent the replacement remote, they couldn't find it and charged me anyway. Very disappointed.",1,36,Negative
Even as a speaker alone this item is worth the price!,5,11,Positive
Like a previous reviewer mentioned it is fabric over hard plastic it is not a snug or tight fit. Good quality though.,3,22,Neutral
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
"Voice remote gave out nearly a year after I purchased. changed batteries several times and nothing. Have to rely on Phone App for it to function. Paid 19 for the stick when it was being promoted to Prime members. Now they want 30 , for an extra 10 might as well buy another Fire Stick, what a rip off for a hollow piece of plastic. Even with the Voice Remote feature, I still don't think it is worth it. Amazon should sell the remote for 10-15 dollars for Prime Members, we shouldn't have to worry if it fails outside of the warranty period. Amazon is already charging an arm and a leg for Prime Membership and its content to begin with.",1,121,Negative
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
"I was really looking forward to using what was hyped as an amazing piece of entertainment equipment, but the actual experience falls short.Pros:+ User interface and underlying hardware is fast+ Form factor of the device and remote control is very sleek+ Plays games fairly well, especially for such a small box+ Quality of Amazon videos is very good+ Voice search works quite well+ The device came pre-configured for my Amazon account. I just plugged it in, updated the software, and away I wentCons:- First and foremost, there is STILL no way to search for only free movies on Prime.- Amazon touts it's 40,000 Prime movies available, but good luck finding them. There is no categorization by genre. You are stuck surfing through dumb lists of movies, or using the search function, which almost never returns any Prime movies- Voice search works only on Amazon content. You cannot use this to search within Netflix, for example- The Amazon FireTV box only comes with 8GB of memory for game and app storage, which is completely inadequate. There are games available for download that consume almost 2GB for ONE GAME. Good luck downloading a 1.76GB game, like the racing game featured in the list of top games.Clearly, Amazon is marketing this device as a way to push its video content. In the help video that automatically plays the first time you use the device, it even offers you a 30 day Prime membership for free to try it out. However, Amazon has no incentive to help you actually search for and find this free content. It's clearly evident in the lack of ability to filter search results on free Prime content only. This is my biggest beef with Amazon, by far. I want a Netflix-like experience, where my Prime content is sorted by genre, and I can search for free movies only. Now, if you want to pay for video rentals, by all means buy this device, because it works really well. If you want it to access your Prime content only, stick to the Roku box you probably already have, because it works just as good.UPDATE:I called customer service, and talked to a guy about how I can search for and access my 40,000 Prime movies. Well....YOU CAN'T According to him, I can only find the Prime movies on the two lists on FireTV that say Recently added to Prime and Top Prime Movies. Those lists are 73 items, and 150 items, respectively. THERE IS NO WAY TO SEARCH OR BROWSE FREE PRIME CONTENT ONLY. The guy I talked to said this was a very common request for people. OF COURSE IT IS. I don't want to pay for video rentals if I just paid for a Prime membership to access free content. AMAZON COMPLETELY FAILED. I AM RETURNING THE FIRE TV.",1,470,Negative
"This is fun but would not buy again. Not very informative. Keeps say ""I do not understand your question. """,2,20,Negative
"In this day and age of rectangles with screens being covered in various ways, its perplexing that you can mess up something as basic as this. It covers the Fire fine. The fit is snug and snaps into place no problem. A hidden magnet auto-wakes/sleeps the display when you open/close it. The fabric collects cat hair like a pair of cheap black pants. Yet worst of all is the fold on the back does an awful job of propping up fire when you want to use it hands free. You can get it to stay, but it often slides out, or just puts the fire at a slightly weird angle. Whether it's in portrait or landscape orientation, the stand on the back is so wonky, that you're better off just using a jar of peanut butter and a couple pieces of chewing gum to get it to stay in place.",2,150,Negative
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
"Alexa works great, but the the sound quality of this speaker is terrible, your much better off with a echo dot and bose sound link mini set up.",3,28,Neutral
Remote is a great addition......I Have two echo's and two dots which I use for my home automation. They work great. My only issue is that Amazon is no longer shipping the magnetic holder with the Echo. Felt this was a very helpful and welcomed addition which helped me organize my remotes safely. This is the only reason I am giving it 3 stars.....C'mon Amazon you are charging the same price as the older remotes labelling it new generation and eliminating the magnetic holder......disappointing,3,84,Neutral
"I love everything about it.... it is portable, sounds better than most portable speakers, and Alexa rocks it. Only thing that kept it from a 5 star rating is that you have to manually activate Alexa. Wish it would work like the Echo and Dot, while it is on its base.",4,51,Positive
"If you want a Tap to make use of Amazon's Alexa voice services, then dont get one. The Tap is a fine enough Bluetooth speaker for wireless music, but the need to touch a button for voice services renders it far less valuable.",3,43,Neutral
"First day with the echo show. I'm pretty pleased with it. Some observations that I think have not been hit in most reviews:* Sound quality seems similar to that of the Echo cylinder. Good for a desktop listening experience, not impressive if you want to fill a room with sound.* The Show does have an ambient light sensor (using the camera) so that the screen dims as the room lighting goes down. When I darkened the room at night to work at my PC, the Show display dimmed to the point where I could just make out the time, and not the background photo at all.* Much has been made of the Show displaying lyrics when playing Prime music. That doesn't appeal to me, but when playing music from Spotify, Pandora, and My Music on Amazon, the Show displays the song title, artist name, album art, and a progress indicator. That's really nice when listening to playlists - I was always asking my Echo cylinder Alexa, what's that song* Alexa has always been weak at recognizing the names of some of my Pandora channels. With the show, if Alexa doesn't recognize the name, I can ask it to display my Pandora channels and select them fro mthe Show touch screen, It's good to have a fallback that does not require me to pull out my phone and fire up the Alexa app, then work my way through multiple screens to get my selection.* Some newsfeeds are now accompanied by appropriate photographs.* You can set the Show to use an album from Amazon Prime Photos as a slideshow when the device is inactive. AFAIK, other photo servers cannot be used.",5,279,Positive
"Ordered on April 16th, installed on my phone on April 21 and last Saturday (June 6th) on a warm Tucson day it just fell off. Landed on the car mat an all of the glue section was instantly covered in dirt. Washed it off with cool water only, let air dry and it won't stick back on. It's supposed to be washable and re-usable. Don't waste your money on this piece of trash. I expected it to last a lot longer than two months.",1,84,Negative
